id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
786,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(58, 1, 1)","(32, 16, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,13728.000000000002,8675840.0,0.0,2117590.0,73.29,0.0
787,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,2016.0000000000002,9728.0,0.0,2048.0,0.58,0.0
788,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,2048.0,11136.0,0.0,0.0,0.64,0.0
789,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(3672, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,13056.0,4512256.0,0.0,1880064.0,40.15,0.0
790,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(2, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,1920.0000000000002,14592.0,0.0,4096.0,0.92,0.0
791,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(7344, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,12544.0,8572928.0,0.0,1880064.0,79.52,0.0
792,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1836, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.14.post_attention_layernorm,12000.0,8428928.0,0.0,0.0,81.73,0.0
793,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f_tn,"(256, 15, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.language_model.layers.14.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.language_model.layers.14.mlp,1156672.0,393379456.0,128849018880.0,94371840.0,39.4,94.14
794,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(7344, 1, 1)","(256, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.language_model.layers.14.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.language_model.layers.14.mlp,81600.0,67105408.0,0.0,135364608.0,95.3,0.0
795,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f_tn,"(16, 15, 3)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.language_model.layers.14.mlp.down_proj,vlm|FFN down|paligemma_with_expert.paligemma.model.language_model.layers.14.mlp.down_proj,574112.0,121546880.0,64424509440.0,25559040.0,24.53,95.05
796,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(1836, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,12160.0,8425600.0,0.0,3760128.0,80.73,0.0
797,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(3672, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,10240.0,4420864.0,0.0,0.0,50.39,0.0
798,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1836, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,12256.0,8487424.0,0.0,1880064.0,80.44,0.0
799,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(58, 1, 1)","(32, 16, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,13696.0,8673408.0,0.0,2117590.0,73.63,0.0
800,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,2016.0000000000002,9472.0,0.0,2048.0,0.56,0.0
801,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,2080.0,11136.0,0.0,0.0,0.64,0.0
802,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(3672, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,13056.0,4527488.0,0.0,1880064.0,40.25,0.0
803,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(2, 1, 1)","(128, 1, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,vlm|Norm-residual|paligemma_with_expert.paligemma.model.language_model.layers.15.input_layernorm,1888.0000000000002,14592.0,0.0,4096.0,0.91,0.0
